Time, Expected Generation [Wh/m2], Min. Output at 95% Confidence [Wh/m2], Historic Variance, Historic Normalized Variance
2017-01-01 00:00:00, 0.0, 0.0, 0.0, 0
2017-01-01 00:30:00, 0.0, 0.0, 0.0, 0
2017-01-01 01:00:00, 0.0, 0.0, 0.0, 0
2017-01-01 01:30:00, 0.0, 0.0, 0.0, 0
2017-01-01 02:00:00, 0.0, 0.0, 0.0, 0
2017-01-01 02:30:00, 0.0, 0.0, 0.0, 0
2017-01-01 03:00:00, 0.0, 0.0, 0.0, 0
2017-01-01 03:30:00, 0.0, 0.0, 0.0, 0
2017-01-01 04:00:00, 0.0, 0.0, 0.0, 0
2017-01-01 04:30:00, 0.0, 0.0, 0.0, 0
2017-01-01 05:00:00, 0.0, 0.0, 0.0, 0
2017-01-01 05:30:00, 0.0, 0.0, 0.0, 0
2017-01-01 06:00:00, 0.0, 0.0, 0.0, 0
2017-01-01 06:30:00, 0.0, 0.0, 0.0, 0
2017-01-01 07:00:00, 0.0, 0.0, 0.0, 0
2017-01-01 07:30:00, 3.0841875265971064, 0, 3.2739731038555235, 1.0615350317131378
2017-01-01 08:00:00, 8.778351891332584, 0, 49.119230834160824, 5.595495765288165
2017-01-01 08:30:00, 12.122239458268687, 0, 54.75004604366293, 4.516496001596259
2017-01-01 09:00:00, 16.329027492644094, 0, 112.98086797402371, 6.919020010525389
2017-01-01 09:30:00, 16.192868119807294, 0, 122.09529347191354, 7.540065945610045
2017-01-01 10:00:00, 12.493575227563628, 0, 145.21541603723873, 11.62320739998115
2017-01-01 10:30:00, 15.020239523426682, 0, 158.44719341317818, 10.548912563348418
2017-01-01 11:00:00, 15.388116937487563, 0, 164.85026529877888, 10.71282899450686
2017-01-01 11:30:00, 13.06795299013904, 0, 152.88353921473924, 11.699119160445695
2017-01-01 12:00:00, 13.238475338147325, 0, 160.17405752621937, 12.099131768193114
2017-01-01 12:30:00, 13.83558424198425, 0, 173.42474246420392, 12.534688772877722
2017-01-01 13:00:00, 8.93062007163101, 0, 81.77247589854929, 9.156416379004586
2017-01-01 13:30:00, 8.906994611210107, 0, 83.71408113681785, 9.398689994878579
2017-01-01 14:00:00, 7.268619315086265, 0, 41.73617741994481, 5.741967712261387
2017-01-01 14:30:00, 5.06236821909392, 0, 25.042010439886592, 4.9466987299412
2017-01-01 15:00:00, 2.6051245783739114, 0, 1.8306477917400976, 0.7027102684213155
2017-01-01 15:30:00, 0.0, 0.0, 0.0, 0
2017-01-01 16:00:00, 0.0, 0.0, 0.0, 0
2017-01-01 16:30:00, 0.0, 0.0, 0.0, 0
2017-01-01 17:00:00, 0.0, 0.0, 0.0, 0
2017-01-01 17:30:00, 0.0, 0.0, 0.0, 0
2017-01-01 18:00:00, 0.0, 0.0, 0.0, 0
2017-01-01 18:30:00, 0.0, 0.0, 0.0, 0
2017-01-01 19:00:00, 0.0, 0.0, 0.0, 0
2017-01-01 19:30:00, 0.0, 0.0, 0.0, 0
2017-01-01 20:00:00, 0.0, 0.0, 0.0, 0
