Time, Expected Generation [Wh/m2], Min. Output at 95% Confidence [Wh/m2], Historic Variance, Historic Normalized Variance
2017-07-27 17:00:00, 11.984506586780972, 1.3999857078306572, 29.16394199865241, 2.433470396755468
2017-07-27 17:30:00, 8.686096831335156, 4.53400776535042, 4.487837672240067, 0.5166690815660908
2017-07-27 18:00:00, 4.1128220998672536, 1.6188427177661318, 1.6191591394494225, 0.3936856737619852
2017-07-27 18:30:00, 0.8699848997519306, 0.24450156759774866, 0.10184396529129167, 0.11706406090534638
2017-07-27 19:00:00, 0.0, 0.0, 0.0, 0
2017-07-27 19:30:00, 0.0, 0.0, 0.0, 0
2017-07-27 20:00:00, 0.0, 0.0, 0.0, 0
2017-07-27 20:30:00, 0.0, 0.0, 0.0, 0
2017-07-27 21:00:00, 0.0, 0.0, 0.0, 0
2017-07-27 21:30:00, 0.0, 0.0, 0.0, 0
2017-07-27 22:00:00, 0.0, 0.0, 0.0, 0
2017-07-27 22:30:00, 0.0, 0.0, 0.0, 0
2017-07-27 23:00:00, 0.0, 0.0, 0.0, 0
2017-07-27 23:30:00, 0.0, 0.0, 0.0, 0
2017-07-28 00:00:00, 0.0, 0.0, 0.0, 0
2017-07-28 00:30:00, 0.0, 0.0, 0.0, 0
2017-07-28 01:00:00, 0.0, 0.0, 0.0, 0
2017-07-28 01:30:00, 0.0, 0.0, 0.0, 0
2017-07-28 02:00:00, 0.0, 0.0, 0.0, 0
2017-07-28 02:30:00, 0.0, 0.0, 0.0, 0
2017-07-28 03:00:00, 0.0, 0.0, 0.0, 0
2017-07-28 03:30:00, 0.0, 0.0, 0.0, 0
2017-07-28 04:00:00, 0.0, 0.0, 0.0, 0
2017-07-28 04:30:00, 2.0972172903867454, 1.7173703408693464, 0.03755961258270172, 0.017909261360216706
2017-07-28 05:00:00, 6.05609117995043, 3.321633296304905, 1.946463639581609, 0.3214059335872716
2017-07-28 05:30:00, 11.14276662687519, 4.234290727572337, 12.424196504239609, 1.1150010513792636
2017-07-28 06:00:00, 15.54184272991481, 2.34439789260721, 45.340210155449554, 2.9172995083896387
2017-07-28 06:30:00, 21.54129745203074, 2.2320584211952443, 97.0586252132647, 4.50570005959018
2017-07-28 07:00:00, 25.05140605601795, 0.8232777083971037, 152.80710548466104, 6.099741672901154
2017-07-28 07:30:00, 31.202371226398828, 0, 279.99942469928885, 8.97365852959261
2017-07-28 08:00:00, 32.60199313303188, 0, 394.4290405893426, 12.098310645606285
2017-07-28 08:30:00, 35.85111047827627, 0, 469.32562067028977, 13.090964670527413
2017-07-28 09:00:00, 32.65969692327138, 0, 554.5272787793837, 16.978947480197224
2017-07-28 09:30:00, 43.68439572017887, 7.517167724015707, 340.5134460585183, 7.794853069267179
2017-07-28 10:00:00, 47.8501974342607, 9.567704103305807, 381.5085268491285, 7.972977068135746
2017-07-28 10:30:00, 49.055859942069915, 11.68295413203154, 363.5947055222161, 7.411850611763512
2017-07-28 11:00:00, 47.30092678629869, 6.020005803507615, 443.6112728860435, 9.378490085199369
2017-07-28 11:30:00, 45.876442798367506, 0.07546545063262755, 546.0762756865054, 11.903195679023685
2017-07-28 12:00:00, 43.24829953091023, 0, 538.2373260676518, 12.445282980038677
2017-07-28 12:30:00, 42.69406042881834, 2.5720437618040464, 419.0533587803232, 9.815261293289023
2017-07-28 13:00:00, 36.55795034819873, 0, 431.08906687215324, 11.79193753386652
2017-07-28 13:30:00, 28.763603612391258, 0, 417.03690301513586, 14.498771038392347
2017-07-28 14:00:00, 27.66380888274329, 0, 352.15311998209324, 12.729740921604137
2017-07-28 14:30:00, 25.058468492248224, 0, 242.67133492959164, 9.68420456360537
2017-07-28 15:00:00, 21.566546475412704, 0, 170.28176171242927, 7.895643463665441
2017-07-28 15:30:00, 18.111043293744466, 0, 139.16778015885234, 7.684139334309953
2017-07-28 16:00:00, 15.382823657217196, 0, 97.91984284332236, 6.365531129090274
2017-07-28 16:30:00, 13.592662350602543, 0, 51.28168900570324, 3.772747949074892
2017-07-28 17:00:00, 9.144924280375651, 0, 29.502118349410303, 3.226064803261381
2017-07-28 17:30:00, 7.055856168653013, 2.1290332900602014, 6.318845212204954, 0.8955462046232786
2017-07-28 18:00:00, 2.886269516494519, 0.021861156173952345, 2.135864430063525, 0.740008657492808
2017-07-28 18:30:00, 0.817757269428893, 0.30858181403402674, 0.06748989289691854, 0.08253047135129996
2017-07-28 19:00:00, 0.0, 0.0, 0.0, 0
2017-07-28 19:30:00, 0.0, 0.0, 0.0, 0
2017-07-28 20:00:00, 0.0, 0.0, 0.0, 0
2017-07-28 20:30:00, 0.0, 0.0, 0.0, 0
2017-07-28 21:00:00, 0.0, 0.0, 0.0, 0
2017-07-28 21:30:00, 0.0, 0.0, 0.0, 0
2017-07-28 22:00:00, 0.0, 0.0, 0.0, 0
2017-07-28 22:30:00, 0.0, 0.0, 0.0, 0
2017-07-28 23:00:00, 0.0, 0.0, 0.0, 0
2017-07-28 23:30:00, 0.0, 0.0, 0.0, 0
2017-07-29 00:00:00, 0.0, 0.0, 0.0, 0
2017-07-29 00:30:00, 0.0, 0.0, 0.0, 0
2017-07-29 01:00:00, 0.0, 0.0, 0.0, 0
2017-07-29 01:30:00, 0.0, 0.0, 0.0, 0
2017-07-29 02:00:00, 0.0, 0.0, 0.0, 0
2017-07-29 02:30:00, 0.0, 0.0, 0.0, 0
2017-07-29 03:00:00, 0.0, 0.0, 0.0, 0
2017-07-29 03:30:00, 0.0, 0.0, 0.0, 0
2017-07-29 04:00:00, 0.0, 0.0, 0.0, 0
2017-07-29 04:30:00, 1.3605524997377794, 0.09102664815991623, 0.419553082058882, 0.30836963817253865
2017-07-29 05:00:00, 4.886808021361098, 1.3965637325513374, 3.1711403829048423, 0.6489185515459641
2017-07-29 05:30:00, 8.86730996417072, 0, 20.797517330501712, 2.34541449600118
2017-07-29 06:00:00, 11.808309992156179, 0, 43.191841728085315, 3.657749648914709
2017-07-29 06:30:00, 15.764955734916487, 0, 86.04740930725809, 5.458144682048098
2017-07-29 07:00:00, 21.165106108200014, 0, 127.79036549884356, 6.0377852511371835
2017-07-29 07:30:00, 22.995450031139644, 0, 201.87677755648852, 8.778987899045854
2017-07-29 08:00:00, 30.75209401233219, 0.8725426263753526, 232.40847623214, 7.557484577763701
2017-07-29 08:30:00, 32.23181785065724, 0, 307.84065008083445, 9.550831154084513
2017-07-29 09:00:00, 36.90317513838227, 0, 399.3071669828672, 10.820401374285968
2017-07-29 09:30:00, 38.043232869495924, 0, 384.1183572521543, 10.096890518475115
2017-07-29 10:00:00, 40.696186871228775, 7.5820798626676975, 285.4499121706831, 7.014168503646451
2017-07-29 10:30:00, 29.050355458943706, 0, 492.29107561562876, 16.946129155334226
2017-07-29 11:00:00, 35.04145913135501, 0, 580.1020083043038, 16.554733241265915
2017-07-29 11:30:00, 39.38684212706259, 0.17733456448017648, 400.20876314441733, 10.160976141558578
2017-07-29 12:00:00, 39.223722184223014, 2.309792372372378, 354.7189434424331, 9.043479906787427
2017-07-29 12:30:00, 39.95564522279664, 2.6702469357795096, 361.89400701952604, 9.057393642414462
2017-07-29 13:00:00, 38.016893421054675, 0.12447631811699722, 373.77343892588135, 9.831772280448265
2017-07-29 13:30:00, 30.387994628275898, 0, 283.8365085439091, 9.34041591147974
2017-07-29 14:00:00, 30.713688081192327, 0, 353.801088207059, 11.519329338494872
2017-07-29 14:30:00, 27.25120751107658, 3.5101375669618733, 146.72509283582562, 5.384168491476477
2017-07-29 15:00:00, 21.44391657278868, 4.597528634177081, 73.87838834802803, 3.445190998447374
2017-07-29 15:30:00, 17.077032484582993, 1.0132923102538243, 67.17337356273681, 3.9335507280542092
2017-07-29 16:00:00, 15.353438402036598, 0, 84.6868015825249, 5.515819933292036
2017-07-29 16:30:00, 14.662094077336914, 2.815489232766174, 36.53352876968966, 2.4916992468462777
2017-07-29 17:00:00, 11.554043746887157, 4.3195284444025, 13.624566630764381, 1.1792033100476236
2017-07-29 17:30:00, 6.3712259729824074, 0, 11.48149684937554, 1.8020859561509142
2017-07-29 18:00:00, 3.9537338109937172, 1.6405587316628756, 1.3929028521176225, 0.3523006147365129
2017-07-29 18:30:00, 0.7435164832406203, 0.282523885982528, 0.05532121640402273, 0.07440482847522753
2017-07-29 19:00:00, 0.0, 0.0, 0.0, 0
2017-07-29 19:30:00, 0.0, 0.0, 0.0, 0
2017-07-29 20:00:00, 0.0, 0.0, 0.0, 0
2017-07-29 20:30:00, 0.0, 0.0, 0.0, 0
2017-07-29 21:00:00, 0.0, 0.0, 0.0, 0
2017-07-29 21:30:00, 0.0, 0.0, 0.0, 0
2017-07-29 22:00:00, 0.0, 0.0, 0.0, 0
2017-07-29 22:30:00, 0.0, 0.0, 0.0, 0
2017-07-29 23:00:00, 0.0, 0.0, 0.0, 0
2017-07-29 23:30:00, 0.0, 0.0, 0.0, 0
2017-07-30 00:00:00, 0.0, 0.0, 0.0, 0
2017-07-30 00:30:00, 0.0, 0.0, 0.0, 0
2017-07-30 01:00:00, 0.0, 0.0, 0.0, 0
2017-07-30 01:30:00, 0.0, 0.0, 0.0, 0
2017-07-30 02:00:00, 0.0, 0.0, 0.0, 0
2017-07-30 02:30:00, 0.0, 0.0, 0.0, 0
2017-07-30 03:00:00, 0.0, 0.0, 0.0, 0
2017-07-30 03:30:00, 0.0, 0.0, 0.0, 0
2017-07-30 04:00:00, 0.0, 0.0, 0.0, 0
2017-07-30 04:30:00, 2.0597394602007735, 1.842874522189636, 0.012242849275181442, 0.005943882472391954
2017-07-30 05:00:00, 6.459524513638511, 5.970014289611205, 0.06237741197079013, 0.009656656900842733
2017-07-30 05:30:00, 12.765146749944387, 11.08346373349511, 0.7361936961497693, 0.05767216864568961
2017-07-30 06:00:00, 19.54450942716261, 16.250639892514418, 2.824337580514023, 0.14450798015880661
2017-07-30 06:30:00, 25.442973231087016, 17.179072102761207, 17.77763736288202, 0.6987248385405189
2017-07-30 07:00:00, 31.499164093149368, 17.863792178948117, 48.39915665293874, 1.5365219378461186
2017-07-30 07:30:00, 39.39865180180679, 27.884242955468814, 34.51334955522697, 0.8760033142465096
2017-07-30 08:00:00, 44.161770228196815, 28.67297048228305, 62.450992908384094, 1.4141415207244072
2017-07-30 08:30:00, 50.0900198821647, 34.109837076175225, 66.4763711997044, 1.3271380477805383
2017-07-30 09:00:00, 55.76760078874395, 41.53673069528896, 52.7189469078307, 0.9453328843666413
2017-07-30 09:30:00, 59.62628129762595, 47.38189032231023, 39.02817063890915, 0.6545464481358336
2017-07-30 10:00:00, 57.62572978432655, 42.322313781247004, 60.96500113490576, 1.0579475759018926
2017-07-30 10:30:00, 56.12269545316332, 31.76175435423568, 154.48700062290095, 2.7526653767338503
2017-07-30 11:00:00, 54.27731548059268, 22.913652001214714, 256.069225979604, 4.717794601893378
2017-07-30 11:30:00, 53.61418232544388, 21.060113414170857, 275.8762887085744, 5.145584185803218
2017-07-30 12:00:00, 49.23497956098574, 9.559923581433928, 409.76882493201873, 8.322717478219964
2017-07-30 12:30:00, 49.36816961322691, 15.215673802615193, 303.63281881623595, 6.150376268657234
2017-07-30 13:00:00, 47.855780534713276, 20.01457474918531, 201.7808274857557, 4.216435825122305
